Jahr;GKZ;Geschlecht;Vorname;Anzahl
2021;20803;1;Kai;1
2022;20724;1;Fabian;1
2017;20725;1;Julian;1
2020;20305;2;Ella;1
2015;20815;2;Katja;1
2022;20513;2;Mathea;1
2019;20644;1;Martin;1
2019;21009;1;Philipp;1
2020;20505;1;Matthias;2
2023;20534;2;Tamina;1
2018;20421;1;Max;1
2018;20505;1;Albrecht;1
2019;20631;1;Tobias;1
2017;20720;1;Jonne;1
2020;20421;1;Samuel;1
2021;20635;1;Juliano;1
2017;20723;1;Tobias;1
2016;20101;1;Osayekewen;1
2015;20633;2;Lisa;1
2018;20409;2;Annalena;1
2015;20201;1;Jakob;1
2022;20101;2;Lina;5
2017;21002;1;Manuel;1
2016;20913;2;Hanna;1
2016;20442;1;Constantin;1
2023;20403;2;Ella;1
2015;20805;2;Laura;1
2023;20639;2;Lilo;1
2018;20405;2;Ilvy;1
2018;20602;1;Adrijan;1
2019;20923;1;Hassan;1
2021;20923;2;Lina-marie;1
2022;20201;1;Abdul-aziz;1
2016;20415;1;Matthias;2
2014;20402;1;Raffael;1
2022;20409;2;Elisabeth;1
2021;20201;2;Valeria;1
2023;20923;1;Gabriel;1
2018;20644;1;Dominik;1
2014;20702;1;Matteo;1
2020;20913;1;Elija;1
2023;20101;1;Jonathan;6
2022;20630;2;Klara;1
2016;20415;2;Chiara;1
2016;20726;1;Jace;1
2022;20201;2;Frieda;2
2021;20101;1;Emir;1
2020;20101;1;Naser;1
2022;20502;2;Sophia;1
2014;20817;2;Anja;1
2020;20630;2;Mia;1
2016;20625;1;Laurin;1
2023;20804;2;Katharina;1
2016;20725;1;Elias;3
2016;20804;2;Hannah;1
2020;20527;1;Sasha;1
2016;20523;1;Roman;1
2020;20801;2;Emma;1
2022;20101;1;Ilay;1
2021;20402;2;Antonia;1
2021;20727;1;Fabian;1
2019;20201;2;Amalia;1
2020;20402;2;Anika;1
2018;20625;1;Niko;1
2016;20705;2;Wajiha;1
2022;21005;1;Kean;1
2017;20201;2;Ajna;1
2019;20421;2;Mila;1
2017;20502;2;Leni;1
2016;20415;2;Viktoria;1
2016;20813;1;Nevio;1
2021;20705;1;Jakob;1
2018;20913;2;Angelika;1
2015;20201;1;Clemens;1
2020;20101;1;Ilja;1
2023;20630;1;Mateo;1
2016;20817;2;Alessa;1
2019;20630;2;Fiona;1
2017;20402;1;Matthias;1
2022;20702;1;Damyan;1
2021;20421;2;Timea;1
2022;20635;1;Theo;1
2017;20513;1;Emil;1
2022;20923;2;Dalia;1
2021;20442;1;Luca;1
2020;20101;2;Olivia;2
2016;20817;1;Moritz;1
2015;20402;1;Philip;1
2018;20618;2;Natalia;1
2019;20616;1;Luca;1
2016;20101;2;Emmelie;1
2016;20412;2;Chiara;1
2016;20518;1;Tobias;1
2016;20631;1;Lukas;1
2021;20603;1;Theo;1
2023;20201;1;Leon;6
2023;20402;2;Helena;1
2017;20923;1;Tobias;3
2017;20505;2;Romana;1
2022;20722;2;Leonie;1
2022;20624;1;Paul;1
2020;20201;2;Elejna;1
2022;20101;2;Luisa-lorin;1
2018;20725;1;Lian;1
2019;20725;1;Felix;1
2018;20633;1;Luca;1
2020;20428;2;Rosalie;1
2015;20702;1;Madox;1
2017;20724;2;Xenia;1
2022;21005;2;Luisa;1
2018;20608;1;Tobias;1
2021;20307;1;Luca;1
2017;20702;1;Antoan;1
2020;20527;2;Maria;1
2021;20724;2;Valentina;2
2022;20711;1;Leon;1
2023;20501;2;Leonie;1
2023;20101;1;Amjad;1
2022;20722;2;Florentina;1
2016;20635;1;Alessandro;1
2017;20807;1;Noah;1
2015;20723;1;Sebastian;1
2015;20806;2;Isabella;1
2017;20911;2;Jana;1
2016;20405;2;Ayleen;1
2016;20101;1;Karl;1
2018;20201;1;Atilla;1
2016;20627;2;Valentina;2
2020;20635;2;Elena;2
2014;20306;2;Sophia;1
2016;20201;1;Tristan;1
2016;20201;1;Thomas;1
2017;20912;2;Leni;1
2022;20608;1;Maximilian;1
2014;20601;2;Dalma;1
2016;21002;2;Tiana;1
2020;20813;1;Florian;1
2023;20813;1;Luca;1
2017;20527;2;Hannah;1
2022;21002;2;Johanna;1
2021;20712;2;Elena;1
2022;20101;1;Izak;1
2020;20635;2;Hanna;1
2022;20635;2;Ema;1
2019;20642;2;Marie;1
2017;20711;1;Mathias;1
2017;20305;2;Nina;1
2017;21009;2;Emma;1
2022;20711;1;Carlo;1
2021;20725;2;Lada;1
2016;20913;2;Alina;1
2019;20634;1;Fabian;1
2022;20727;1;Matteo;1
2015;20620;2;Laura;1
2015;20817;2;Sophia;1
2022;20634;1;Raphael;1
2017;20201;1;Mohammed;3
2015;20803;2;Alima;1
2018;20306;2;Elisa;1
2015;20616;2;Annalena;1
2017;20101;2;Ida;2
2020;20515;1;Grady;1
2021;20201;2;Anastazija;1
2023;20419;1;Luca;1
2017;20501;2;Valentina;2
2020;20801;2;Hristina;1
2016;20513;2;Emilia;1
2015;20201;1;Sava;1
2016;20306;1;Mahdy;1
2019;21002;1;Moritz;2
2019;20723;2;Luisa;1
2016;20802;2;Sophia;1
2022;20601;2;Julia;1
2020;20424;2;Aria;1
2021;20635;2;Natalia;1
2021;20101;1;Robin;1
2021;20817;1;Paul;2
2016;20101;2;Filippa;1
2018;20620;1;Emanuel;1
2016;20527;1;Leon;2
2016;20509;2;Mia;1
2022;20618;1;Vincent;1
2022;20523;2;Rebeca;1
2017;21008;1;Leon;1
2016;20415;2;Ann-marie;1
2019;20803;1;Fabian;1
2017;20201;1;Neshan;1
2019;20609;1;Johannes;1
2020;20421;2;Hannah;1
2021;20923;2;Ela;1
2021;20201;2;Antonia;4
2019;20817;2;Mia-denise;1
2016;20523;2;Lea;1
2023;20727;1;Elia;1
2017;20201;1;Roni;1
2015;20627;1;Jannik;1
2022;20643;1;Alexander;1
2023;20101;1;Frederik;1
2022;20705;1;Niklas;1
2021;20527;1;Jannick;1
2017;20405;2;Medina;1
2023;20502;1;Noah;1
2021;20527;1;Elias;1
2022;20602;2;Inara;1
2019;20817;2;Mia;1
2016;20602;1;Kilian;1
2018;20201;2;Melek;1
2019;20201;1;Merlin;2
2022;20727;1;Lorenz;1
2016;20909;2;Elma;1
2020;20424;2;Sophie;1
2018;20424;1;Roman;1
2018;20201;1;Philip;1
2017;20306;2;Lisa;1
2014;20635;1;Dominik;1
2019;20923;1;Martin;1
2018;20402;1;Lukas;3
2018;20634;2;Valentina;1
2014;20201;2;Simay;1
2017;20637;2;Hanna;1
2014;20101;1;Adin;1
2014;20305;1;Joe;1
2021;20201;2;Irina;2
2022;20817;1;Jakob;2
2017;20817;2;Sophia;1
2023;20815;2;Alva;1
2022;20414;1;Nicolas;1
2016;20424;1;Edis;1
2017;20634;1;Luyis;1
2020;20101;2;Alva;1
2020;20640;1;Nevio;1
2017;20636;1;Tobias;1
2021;20918;2;Linda;1
2017;20101;2;Violante;1
2014;20432;2;Eva-marie;1
2021;20711;2;Lilli;1
2015;20803;1;Sayfullah;1
2015;20201;2;Stefanie;1
2015;20101;2;Joleen;1
2021;20101;1;Jago;1
2021;20923;2;Valentina;2
2015;20619;2;Miriam;1
2020;20405;1;Lion;1
2021;20432;2;Theresa;1
2021;20803;1;Lukas;1
2023;20307;1;Elian;1
2019;20320;2;Lea-marie;1
2018;20913;2;Sophia;1
2017;20923;1;Eduard;1
2021;20412;1;Leo;1
2018;20534;2;Emma;1
2022;20416;2;Sunny;1
2022;20201;1;Adrian;1
2017;20901;2;Maxima;1
2020;21002;2;Theresa;1
2018;21004;1;Matthias;1
2015;21005;1;Florian;1
2018;20703;1;Maximilian;1
2017;20531;2;Nina;1
2015;20101;2;Ina;1
2016;20627;2;Emilia;1
2021;20425;2;Leni;2
2016;20306;1;Ali;1
2019;20724;1;Paul;1
2016;20613;2;Leonie;1
2019;20601;2;Valentina;1
2017;20416;1;Jonas;1
2015;20817;1;Gregor;1
2021;20635;1;Luka;1
2022;21005;1;Mattias;1
2022;21002;1;Oskar;1
2020;20923;2;Raphaela;1
2020;20531;2;Lena;1
2017;20923;2;Juna;1
2016;20913;1;Michael;1
2016;20501;2;Helena;1
2017;20912;2;Michelle;1
2016;20527;1;Fabian;2
2023;20523;1;Otto;1
2021;20201;1;Leopold;2
2022;20635;2;Viktoria;1
2021;20201;1;Chibuife;1
2017;20101;1;Amar;2
2015;20201;2;Ayleen;2
2020;21002;2;Kathalina;1
2017;20405;2;Maja;1
2017;20808;1;Matthias-wolfgang;1
2014;20418;1;Fabian;1
2017;20817;1;Matteo;1
2022;20201;1;Florian;1
2017;20808;2;Sara;1
2015;20727;2;Melanie;1
2021;20523;2;Anna;1
2016;20201;2;Isabella;3
2017;20201;1;Jonas;6
2022;20201;1;Roj;1
2015;20609;1;Julian;1
2021;20530;2;Alina;1
2021;20817;1;Matteo;1
2018;20923;1;Jakob;4
2014;20101;1;Elvedin;1
2021;20635;1;Adem;1
2019;20642;1;Christopher;1
2019;20505;1;Jamie;1
2020;20101;1;Nils;1
2022;20306;1;Niklas;1
2018;20702;2;Camilla;1
2014;20801;1;Lukas;1
2021;20306;2;Mia;1
2015;20607;2;Elisa;1
2017;20101;1;Vinzent;1
2020;20608;1;Moritz;1
2016;20305;2;Katharina;1
2023;20622;2;Anna;1
2017;20101;2;Rahma;1
2017;20441;1;Elias;1
2015;21010;2;Julia;1
2019;20630;2;Marie;1
2020;20201;2;Sofia;2
2016;20502;2;Lisa;1
2020;20806;1;Jonas;1
2017;20635;2;Selina;1
2022;20817;2;Elisa;1
2017;20101;1;Damjan;1
2015;20101;2;Leyna;1
2022;20611;2;Fabienne;1
2022;20405;2;Liya;1
2018;20101;2;Emily;4
2014;20201;2;Fiora;1
2018;20801;2;Isabela;1
2021;20711;1;Johannes;1
2017;20527;1;Adrian;1
2017;20101;2;Mariam;1
2020;20727;1;Adrian;1
2015;20923;2;Paulina;1
2019;20101;1;Karl;1
2020;20421;1;Luca;1
2016;21002;2;Livia;1
2016;20627;2;Joleen;1
2023;20201;1;Jonah;2
2014;20415;2;Nora;1
2023;20501;2;Laura;1
2022;20416;2;Johanna;1
2018;20801;2;Nika;1
2020;20502;1;Jonathan;1
2017;21005;1;Niklas;1
2023;20101;2;Yusra;1
2023;20625;2;Emma;1
2021;20307;2;Celine;1
2022;20923;2;Jasmin;1
2017;20101;1;Eduard-bogdan;1
2020;20630;1;Levi;1
2016;20520;2;Emma;1
2021;20711;2;Luisa;1
2023;20901;2;Romy;1
2019;20711;2;Johanna;2
2016;20609;2;Sophia;1
2015;20201;1;Alessandro;1
2017;21004;2;Estera-sefora;1
2015;20201;2;Alissa;1
2016;21009;2;Isabel;1
2023;20914;1;Nelio;1
2018;20711;2;Annika;2
2021;20307;2;Marlene;1
2016;20201;2;Annika;1
2021;20101;1;Niklas;3
2017;20101;2;Stefanie;2
2018;20501;1;Lukas;1
2020;20534;1;Simon;1
2016;20520;1;Florian;1
2020;20803;1;Leon;1
2018;20201;1;Kian;1
2021;20417;1;Noah;1
2015;20624;2;Lea;1
2019;20201;2;Sasa;1
2021;20923;2;Hanna;2
2019;20817;2;Anna;1
2018;20923;1;Nico;2
2022;20817;1;Kilian;1
2021;20610;1;Peter;1
2016;20101;2;Tamara;1
2021;21007;1;Felix;1
2016;20101;2;Jasna;1
2014;20702;1;Michael;2
2021;20801;2;Emma;1
2016;20101;2;Nikol;1
2017;20402;2;Emily;1
2023;20501;1;Vito;1
2017;20417;1;Felix;1
2023;20305;1;Mark;1
2019;20305;2;Lea;1
2022;20801;1;Antonio;1
2022;20722;1;Jakob;1
2021;20611;1;Liam;1
2015;20631;1;Christian;1
2020;20321;2;Melanie;1
2019;20321;2;Elena;1
2014;20201;1;Markus;2
2021;20101;1;Alexander;9
2017;20527;1;Tarik;1
2019;20101;1;Thomas;2
2020;20508;2;Mia;1
2020;20808;1;Peter;1
2015;20101;2;Rona;1
2018;20627;1;Levi;1
2017;20307;2;Marie;1
2021;20724;1;Noah;1
2022;20101;2;Joleen;1
2021;20702;1;Matheo;1
2018;20402;2;Anna;4
2017;20923;2;Alessia;2
2022;20643;2;Tabea;1
2019;20624;1;Lenny;1
2015;21005;1;Martin;1
2018;20527;2;Hannah;2
2020;20101;2;Claudia;1
2021;20523;2;Ava;1
2018;20414;2;Lina;1
2023;20923;1;Luka;1
2016;20101;2;Medina;2
2018;20201;2;Sanvi;1
2015;20610;1;Clemens;1
2022;20913;2;Alexandra;1
2021;20201;2;Anna-lena;1
2021;20719;1;Ferdinand;1
2016;20723;1;Marcel;1
2019;21001;2;Elina;1
2016;20201;2;Aurora;1
2023;20923;2;Johanna;1
2017;21002;1;Laurenz;2
2016;20442;1;Matthias;1
2016;20415;2;Leonie;1
2020;20618;1;Nimrod;1
2021;20801;2;Laura;1
2018;20101;1;Jakob;14
2021;20619;1;Gabriel;1
2021;20642;2;Melissa;1
2018;20523;1;Florian;1
2014;20726;1;Noel;1
2019;20803;1;Matthias;1
2021;20901;1;Rudolf;1
2017;20101;2;Ornela;1
2022;20608;1;Elias;1
2017;20402;1;Dawud;1
2021;20632;1;Tristan;1
2021;20101;2;Katrina;1
2023;20321;2;Lena;1
2019;20530;2;Sophia;2
2017;20923;2;Finja-hope;1
2015;20802;1;Jakob;1
2019;20101;1;Christopher;1
2017;20808;1;Gabriel;2
2017;20503;1;Philip;1
2015;20923;2;Anastasia;1
2018;20101;1;Nicolas;2
2015;20923;2;Sophie-marie;1
2017;20101;1;Marko;1
2015;20201;1;Reinhart;1
2022;20901;1;Christian;1
2016;20722;2;Alessia;1
2016;21005;2;Mia;1
2016;20531;2;Sarah;1
2018;20803;2;Olivia;1
2015;20101;1;Kilian;1
2020;20519;2;Katelyn;1
2014;20707;1;Marco;1
2015;20905;1;Timo;1
2022;20616;1;Florian;1
2017;20909;1;Jonas;2
2015;20101;1;Jezen;1
2015;20702;2;Magdalena;1
2019;20421;2;Christina;1
2020;20901;1;Luca;1
2020;20635;1;Tobias;3
2023;20201;1;Baran;1
2018;20803;1;Nino;1
2021;20416;1;Finn;1
2023;20912;1;Robert;1
2018;20601;1;Josef;1
2023;21006;1;Sanad;1
2016;21006;2;Johanna;1
2015;20808;2;Sarah;1
2016;20634;2;Summer;1
2020;20720;2;Sophia;1
2017;20702;2;Alissa;1
2022;20608;1;Leon;1
2021;20505;2;Emilia;1
2022;20712;1;Sebastian;1
2019;20909;2;Marie;1
2017;20727;1;Johannes;2
2023;21002;2;Annika;2
2021;20817;1;Johann;1
2018;20201;1;Yusuf;1
2019;20720;2;Amelie-elena;1
2018;20523;2;Anna;1
2016;20424;2;Valentina;1
2022;20515;2;Sofia;1
2023;20918;1;Gregor;1
2021;20720;1;Felix;1
2017;20616;1;Peter;1
2019;20808;1;Erik;1
2019;20402;1;Alexander;1
2020;20708;1;Paul;1
2021;20601;1;Mattia;1
2022;20702;1;Leonardo;1
2017;20101;1;Maddox;1
2023;20622;1;Raphael;1
2020;20923;2;Anja;1
2020;21002;1;Janik;1
2021;20409;2;Kaia;1
2021;20702;2;Lara;1
2015;20727;2;Laura;2
2016;20201;2;Renesmee;1
2022;20527;2;Maya;1
2017;21009;1;Theo;1
2016;20306;2;Rosalie;1
2023;20101;1;Ivan;1
2022;21005;1;Fabian;1
2023;21003;1;Matthias;1
2021;20320;1;Finn;1
2019;20608;1;Paul;1
2021;20101;1;Aydin;1
2022;20644;1;Fabio;1
2015;20905;1;Jakob;1
2017;20905;2;Ellena;1
2023;20635;2;Tamika;1
2023;20817;1;Kai;1
2015;20804;1;Thom;1
2014;20101;1;Rizk;1
2017;20727;2;Zoey;1
2020;20635;2;Marie;2
2017;20815;2;Anna-maria;1
2020;20813;1;Raphael;1
2020;20305;1;Oliver;1
2021;20424;1;Christopher;1
2019;20712;2;Emma;2
2016;20508;1;Adam;1
2019;20702;1;Noel;1
2023;20804;1;Theodor;1
2023;20635;2;Sophie;1
2018;20634;1;Lio;1
2017;20923;2;Lara;4
2015;20806;1;Jakob;1
2017;20101;1;Ali;1
2019;20101;1;Dominik;1
2015;20720;2;Ronja;1
2015;20725;1;Leon;2
2022;20101;1;Emilio;3
2020;20523;1;Julian;1
2023;20637;2;Aurelia;1
2020;20201;2;Leya;1
2016;20101;2;Alisa;1
2020;20402;1;Maxim;1
2014;20101;1;Andreas;1
2017;20320;1;Isak;1
2020;20817;1;Alexander;2
2021;20505;2;Elisa;1
2021;20515;2;Celia-sarah;1
2018;20634;1;Leo;1
2018;20101;1;Din;1
2016;20630;2;Maria;1
2022;20505;1;Noah;1
2015;20101;1;Lukas;6
2021;20527;1;Ferdinand;1
2023;20201;2;Valentina;2
2017;20702;1;Georg;1
2021;20442;1;David;1
2020;20724;1;Matteo;1
2023;20923;2;Mavie;1
2020;20527;1;Anton;1
2021;20632;2;Luisa;1
2022;20913;1;Ian;1
2021;20412;1;Elias;1
2018;20428;2;Mona;1
2021;20501;2;Marie;1
2021;20504;2;Jana;1
2015;20201;2;Emma;5
2022;20412;1;Luca;1
2022;20905;1;Jonas;2
2023;20101;2;Fancy;1
2015;20531;1;Niklas;1
2019;20923;1;Thomas;1
2017;20913;2;Emma;1
2020;20622;1;David;1
2021;20405;2;Mia;1
2018;20616;1;Paul;1
2016;20923;1;Leo;1
2022;20702;2;Mia;1
2016;21002;2;Veronika;1
2020;20913;1;Moritz;1
2021;20923;1;Laurenz;2
2018;20402;1;Oskar;1
2022;20101;2;Sofie;1
2018;20201;2;Isabella;2
2022;20534;1;Nico;1
2015;20305;1;Daniel;2
2016;20201;2;Pia;1
2017;20913;1;Tobias;1
2022;20804;2;Leena;1
2019;20201;2;Malou;1
2017;20101;1;Emilian;1
2015;21002;2;Hanna;3
2019;20914;2;Paula;1
2022;20201;1;Clemens;1
2020;20527;1;Michael;1
2021;21002;2;Alina;1
2023;20635;2;Cleo;1
2020;21002;2;Melina;2
2022;21002;2;Erva;1
2021;20432;2;Alina;1
2018;20720;1;Matthias;1
2016;20435;2;Sara;1
2020;20635;2;Leni;2
2017;20511;1;Aram;1
2015;20320;1;Gabriel;1
2019;20402;1;Lorenz;1
2021;20604;1;Luca;1
2018;20418;2;Emma;1
2016;20101;2;Valerie;4
2015;20418;1;Samuel;1
2016;20201;1;Dominic;1
2020;21005;1;Alexander;1
2016;20416;2;Semina;1
2023;20419;2;Antonia;1
2020;20720;1;Ludwig;1
2017;20608;2;Jana;1
2023;20534;1;Eduard;1
2021;20637;1;Hannes;1
2023;21002;2;Valentina;2
2019;20201;1;Ibrahim;1
2023;20201;1;Moritz;3
2023;20923;1;Magnus;1
2021;20804;2;Lea;1
2019;20923;2;Alena;1
2015;20726;1;Lorenz;1
2018;20722;1;Marcell;1
2017;21003;1;Alexander;1
2018;20803;1;Jamie;1
2023;20415;1;Valentin;1
2019;20101;2;Eseniya;1
2016;20805;1;Matteo;1
2023;20101;1;Ledion;1
2019;21009;1;Killian;1
2017;20725;2;Lynn;1
2017;21002;1;Mario;1
2017;20435;1;Leon;1
2019;20321;2;Alessia;1
2022;20923;2;Andreea;1
2020;20501;1;Jakob;1
2023;20201;1;Ali;2
2021;20101;1;Georgino;1
2021;21010;2;Emilia;1
2017;20913;1;Finn;1
2019;21008;2;Eva;1
2022;20901;1;Valentin;1
2017;20923;1;Georg;1
2017;20901;1;Noah;1
2020;20813;1;Daniel;1
2023;20604;1;Milan;1
2022;20721;1;Raphael;1
2016;20601;2;Nora;1
2019;20918;1;Niklas;1
2017;20502;2;Anna;1
2023;20817;1;Moritz;1
2016;20720;2;Luisa;1
2019;20432;1;Lias;1
2023;20501;2;Aurelia;1
2022;20520;1;Jannik;1
2015;20527;2;Ela;1
2018;20630;2;Mathilda;1
2015;20725;2;Ilenia;1
2021;20813;1;Amar;1
2021;20643;2;Chiara;1
2023;20531;1;Jacob;1
2014;20101;1;Janosch;1
2023;21010;2;Lara;1
2017;20101;2;Kate;1
2021;20101;1;Nermin;1
2018;20913;2;Serena;1
2019;21009;1;Valentin;1
2022;20101;1;Konstantin;1
2023;20802;1;Stephan;1
2022;20418;1;Raphael;1
2016;20923;2;Linda;1
2017;20703;2;Lia;1
2021;20635;2;Zoey;1
2023;20101;1;Jonas;2
2017;20602;1;Philippo;1
2022;21002;1;Sepp;1
2016;20101;1;Clemens;2
2015;20101;1;Jusuf;1
2015;20421;1;Jonas;1
2021;20201;2;Santina;1
2018;20501;1;Edin;1
2016;20619;1;Dario;1
2016;20428;2;Marie;1
2016;20432;1;Noah;1
2018;20501;1;Julian;1
2020;20803;1;David;2
2023;20913;1;Simon;1
2022;20201;2;Selma;1
2018;20643;2;Sophia;1
2021;20711;2;Elena;1
2017;20817;1;Johannes;1
2015;20201;2;Angela;1
2022;20635;2;Leonie;1
2018;20923;2;Elise;1
2021;20534;2;Bianca;1
2023;20305;2;Elena;1
2020;20635;1;Ibrahim;1
2021;20815;1;Gabriel;1
2018;21005;1;Marvin;1
2021;20519;2;Katia;1
2017;20616;1;Florian;1
2015;20412;2;Amelie;1
2015;21002;2;Julia;1
2018;20602;2;Adriana;1
2020;20415;2;Sophia;1
2017;20720;2;Alisa;1
2017;20909;1;Elias;1
2022;20620;2;Lea;1
2022;20527;1;Paul;3
2016;20725;2;Lara;3
2015;20923;2;Isabella;1
2016;20425;2;Laureen;1
2015;20912;1;Abir;1
2020;20808;2;Marie;1
2020;20923;2;Yasmin;1
2022;20101;2;Linda;2
2018;20101;2;Lilia;1
2021;20101;1;Christoph;2
2019;20810;2;Emely;1
2016;20101;1;Emanuel;3
2023;20636;2;Emma;1
2015;20415;2;Felia;1
2023;20710;2;Lorena;1
2018;21005;2;Magdalena;1
2020;20201;1;Damian;1
2022;20635;2;Anja;1
2019;20901;2;Ella;1
2017;21007;2;Emma;1
2023;20604;1;Emilian;1
2019;20905;1;Benedikt;1
2019;20101;1;Bryan;2
2023;20435;2;Nina;1
2021;20402;2;Johanna;2
2022;20101;2;Dea;2
2020;20402;2;Sophie;1
2022;20101;1;Lorenz;2
2020;20402;2;Anastasia;1
2021;20622;1;Emanuel;1
2022;20307;1;Marius;1
2021;20201;1;Amari;1
2021;20201;2;Alisa;1
2019;20101;2;Lilia;2
2022;20505;2;Karina;1
2023;20201;2;Klara;1
2019;21008;1;Sebastian;1
2016;20101;1;Dejlan;1
2014;20725;2;Laura;1
2015;20609;1;Niklas;1
2021;20421;1;Leonard;1
2021;20527;1;Angel;1
2017;20801;1;Emilio;1
2019;20305;1;Tobias;1
2015;20725;2;Julia;2
2015;20813;2;Elina;1
2019;20711;1;Oliver;1
2016;20803;2;Lea;2
2015;20201;1;Donik;1
2019;20201;2;Teodora;1
2021;20803;1;Raphael;1
2017;20101;2;Jule;1
2016;20616;2;Ela;1
2023;20527;2;Hevi;1
2023;20627;2;Marina;1
2017;20901;1;Lukas;1
2022;20632;2;Emilia;1
2020;20442;2;Antonia;1
2019;20515;1;Arijan;1
2018;20803;1;Stefan;1
2018;20913;1;Sebastian;1
2014;20101;1;Christof;1
2022;20501;1;Lian;1
2021;20637;2;Hailey;1
2019;20101;1;Finn;2
2022;20201;1;Matias;1
2020;20725;2;Xingran;1
2018;20527;1;Paul;3
2016;20637;2;Lucia;1
2015;20635;2;Bianca;1
2023;20803;1;Emilio;1
2018;21010;1;Matteo;1
2022;20101;1;Amar;1
2015;20805;1;Felix;1
2022;20607;2;Lilly;1
2020;20911;2;Melissa;1
2019;20505;1;Simon;1
2018;20101;1;Maham;1
2020;20101;2;Emely;2
2015;20807;2;Alina;1
2023;20501;1;Emil;1
2022;20630;1;Manuel;1
2017;20101;1;Arthur;1
2017;20402;1;Merlin;1
2023;20201;2;Medina;1
2015;20527;2;Alesia;1
2020;21002;1;Nicolae;1
2023;20101;1;Luca;5
2015;20442;2;Katja;1
2020;20416;2;Johanna;1
2020;20923;1;Luca;1
2023;20306;1;Kilian;1
2023;20501;2;Valeria;1
2015;20101;2;Ulla;1
2023;20923;1;Max;2
2022;20101;2;Christina;1
2020;20424;2;Stella-marie;1
2022;20705;1;Luka;1
2017;20307;2;Christin;1
2020;20101;2;Hannah;4
2019;20101;1;Arian;1
2020;20817;2;Eminathi;1
2022;20505;2;Selina;1
2018;20101;2;Miley;1
2017;20201;1;Noel;2
2021;20527;2;Jana;1
2016;20812;1;Chris;1
2016;20613;2;Anna;1
2015;20527;1;Ledjon;1
2015;20305;1;Thomas;1
2017;20512;1;Darian;1
2017;20505;2;Emilia;1
2020;20719;2;Leonie;1
2014;21009;2;Lina;1
2018;20101;2;Solea;1
2016;20101;1;Tim;3
2022;20502;1;Fabio;1
2022;20527;1;Maddox;1
2017;20923;2;Ajna;2
2016;20719;2;Leonie;1
2016;20602;2;Luisa;1
2016;20201;2;Amila;1
2019;20720;1;Lennox;1
2018;20817;1;Lucas;1
2021;20720;2;Nora;1
2016;20432;2;Lilly;1
2017;20808;2;Emma;2
2017;20201;2;Ella;1
2015;20815;2;Emma;1
2017;20501;2;Kimberly;1
2016;20405;2;Lilly;1
2015;20421;1;Louis;1
2020;20711;2;Antonia;1
2023;21002;1;Arijon;1
2022;21007;2;Jelena;1
2023;20523;1;Filip;1
2018;20726;1;Maid;1
2023;20403;2;Marie;1
2021;20901;2;Miriam;1
2021;20414;2;Marley;1
2021;20619;2;Paulina;1
2023;20511;1;Henrik;1
2023;20417;1;Matheo;1
2021;20605;1;Noah;1
2015;20901;2;Laura;1
2020;20415;2;Stella-maria;1
2020;20527;1;Leo;1
2023;20625;2;Clara;1
2017;20913;1;Chester;1
2019;20307;2;Marie-luise;1
2019;20101;2;Elaine;1
2017;20201;2;Hanifa;1
2016;20441;1;Gabrijel;1
2023;20630;1;Michael;2
2018;20101;2;Helena;3
2023;20402;2;Dalia;1
2022;20804;1;Sandro;1
2019;20416;2;Sophia;1
2014;20634;2;Delia;1
2015;20405;1;Aurel;1
2017;20923;1;Michael;1
2016;20416;1;Jonas;1
2023;20923;1;Anas;1
2022;21002;2;Rosalie;1
2020;20424;2;Melissa;1
2017;20101;1;Thorwin;1
2023;20635;1;Leonhart;1
2016;20201;1;Bilal;1
2017;20101;1;Maximus;1
2020;20101;1;Adin;1
2018;20712;2;Lina;1
2015;20201;1;Oliver;2
2022;20201;2;Doa;1
2019;20101;1;Fabian;6
2023;20608;2;Juli;1
2019;20101;1;Nabil;1
2022;20417;2;Carla;1
2015;20502;2;Ylvi;1
2015;20505;2;Raphaela;1
2023;20101;1;Nino;1
2021;20923;2;Mara;1
2020;21002;1;Matteo;1
2014;20726;2;Emma;1
2015;20901;2;Linda;1
2021;20527;2;Neyla;1
2020;20201;2;Laura;2
2016;20501;1;Lorenz;1
2016;20923;2;Sophia;2
2019;20610;2;Emily;1
2017;20909;2;Theresa;1
2021;20801;2;Mila;1
2020;20804;1;Fabian;1
2015;20201;1;Matija;1
2016;20806;1;Konstantin;1
2015;20602;1;Liam;1
2016;20201;1;Louis;1
2022;20722;1;Henri;1
2023;20923;1;Noah;1
2018;20918;2;Milena;1
2021;20201;2;Isabelle;1
2018;20817;1;Elias;1
2017;20101;1;Vedad;1
2020;21002;2;Johanna;1
2015;20428;2;Katharina;1
2016;20627;2;Lyann;1
2022;20527;2;Eliza-ionela;1
2020;20635;2;Marija;2
2014;20725;2;Sophie;2
2017;20813;2;Julia;1
2022;20306;2;Gina;1
2022;20505;2;Liana;1
2017;21002;2;Annika;1
2018;20923;2;Valerie;2
2019;21004;2;Lea;1
2021;20306;1;Ben;1
2016;20635;1;Yasin;1
2019;21009;2;Carina;1
2017;20644;2;Lara;1
2023;21003;1;David;1
2017;20201;2;Laureen;1
2023;20609;2;Lena;1
2015;20711;2;Jolina;1
2022;20405;1;Leo;1
2022;20201;1;Emilian;2
2018;20402;2;Elise;1
2023;20644;1;Marko;1
2021;20101;1;Toni;1
2019;20101;2;Ella;4
